File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_36_67,"(36, 67)",3343,0.0563,0.0144,0.041,0.8788,0.0095
BJ_19_84,"(19, 84)",1813,0.2592,0.0329,0.0605,0.5489,0.0052,0.0933
BJ_22_12,"(22, 12)",2014,0.3459,0.001,0.0013,0.6489,0.0025,0.0004
BJ_45_89,"(45, 89)",4184,0.2857,0.0336,0.4146,0.2605,0.0056
BJ_42_80,"(42, 80)",3902,0.3272,0.0307,0.0434,0.5978,0.0009
BJ_25_33,"(25, 33)",2308,0.1979,0.0002,0.8019
BJ_31_46,"(31, 46)",2867,0.4709,0.213,0.0017,0.3083,0.0013,0.0048
BJ_10_88,"(10, 88)",998,0.2507,0.0009,0.1048,0.3542,0.1328,0.0181,0.1385
BJ_17_81,"(17, 81)",1628,0.2235,0.2409,0.1466,0.3685,0.02,0.0005
BJ_38_62,"(38, 62)",3520,0.2578,0.015,0.109,0.6173,0.0009
BJ_18_9,"(18, 9)",1647,0.0595,0.0173,0.1614,0.7503,0.0036,0.0079
BJ_38_76,"(38, 76)",3534,0.3914,0.0001,0.0177,0.4383,0.1519,0.0006
BJ_31_52,"(31, 52)",2873,0.2301,0.0044,0.0359,0.7282,0.0014
BJ_25_27,"(25, 27)",2302,0.063,0.0706,0.1062,0.7588,0.0014
BJ_42_57,"(42, 57)",3879,0.1036,0.1025,0.2439,0.4362,0.0144,0.0985,0.0009
BJ_10_77,"(10, 77)",987,0.3942,0.1257,0.1551,0.3249,0.0001
BJ_19_53,"(19, 53)",1782,0.0693,0.9302,0.0005
BJ_19_47,"(19, 47)",1776,0.1728,0.0006,0.8266
BJ_38_89,"(38, 89)",3547,0.1738,0.0001,0.0195,0.6999,0.099,0.0064,0.0013
BJ_10_63,"(10, 63)",973,0.4183,0.0611,0.3001,0.1165,0.0094,0.0946
BJ_7_17,"(7, 17)",654,0.0881,0.014,0.0116,0.8753,0.011
BJ_42_43,"(42, 43)",3865,0.205,0.0127,0.0688,0.7135
BJ_9_12,"(9, 12)",831,0.6456,0.0249,0.1137,0.2112,0.0046
BJ_31_85,"(31, 85)",2906,0.0909,0.0004,0.0716,0.834,0.0031
BJ_16_6,"(16, 6)",1462,0.6951,0.0016,0.0123,0.2888,0.0006,0.0016
BJ_45_62,"(45, 62)",4157,0.22,0.0119,0.3054,0.4534,0.0093
BJ_5_0,"(5, 0)",455,0.8193,0.0732,0.0333,0.0742
BJ_0_36,"(0, 36)",36,0.2912,0.0021,0.0019,0.702,0.0002,0.0026
BJ_17_42,"(17, 42)",1589,0.0592,0.9408
BJ_30_5,"(30, 5)",2735,0.6084,0.2196,0.0834,0.0656,0.0001,0.0223,0.0006
BJ_0_22,"(0, 22)",22,0.1845,0.0415,0.2574,0.4845,0.0321
BJ_17_56,"(17, 56)",1603,0.1481,0.0064,0.0001,0.844,0.0014
BJ_45_76,"(45, 76)",4171,0.3113,0.0137,0.0767,0.2394,0.0031,0.2706,0.0852
BJ_26_62,"(26, 62)",2428,0.1322,0.0001,0.0117,0.1461,0.705,0.004,0.0009
BJ_32_17,"(32, 17)",2929,0.8726,0.1274
BJ_26_76,"(26, 76)",2442,0.5804,0.0792,0.2172,0.1206,0.0026
BJ_28_73,"(28, 73)",2621,0.5494,0.0147,0.0811,0.3439,0.0003,0.0106
BJ_21_57,"(21, 57)",1968,0.1784,0.0041,0.0003,0.8134,0.0037,0.0001
BJ_35_22,"(35, 22)",3207,0.4633,0.0498,0.2972,0.1836,0.0061
BJ_35_36,"(35, 36)",3221,0.1072,0.0013,0.0219,0.8696
BJ_21_43,"(21, 43)",1954,0.1317,0.0014,0.8668,0.0001
BJ_28_67,"(28, 67)",2615,0.1279,0.1305,0.307,0.3529,0.0227,0.059
BJ_4_85,"(4, 85)",449,0.1554,0.0017,0.1612,0.592,0.0821,0.0075,0.0001
BJ_46_33,"(46, 33)",4219,0.2836,0.0239,0.2834,0.2586,0.0048,0.1214,0.0243
BJ_14_13,"(14, 13)",1287,0.849,0.0448,0.0576,0.0477,0.0009
BJ_3_67,"(3, 67)",340,0.0641,0.0025,0.1071,0.7627,0.0368,0.0124,0.0144
BJ_3_73,"(3, 73)",346,0.3429,0.0001,0.1682,0.3699,0.0897,0.0027,0.0263,0.0002
BJ_46_27,"(46, 27)",4213,0.3547,0.1055,0.1648,0.3629,0.0113,0.0008
BJ_4_52,"(4, 52)",416,0.1748,0.0597,0.2135,0.5432,0.0088
BJ_7_2,"(7, 2)",639,0.3392,0.0067,0.541,0.111,0.0021
BJ_13_26,"(13, 26)",1209,0.256,0.0002,0.05,0.6938
BJ_14_4,"(14, 4)",1278,0.9822,0.0144,0.0031,0.0003
BJ_21_80,"(21, 80)",1991,0.1379,0.2249,0.3074,0.2494,0.0804
BJ_4_46,"(4, 46)",410,0.1844,0.0253,0.034,0.7495,0.0068
BJ_13_32,"(13, 32)",1215,0.1629,0.0168,0.045,0.7737,0.0016
BJ_41_12,"(41, 12)",3743,0.4977,0.04,0.2698,0.1911,0.0014
BJ_32_7,"(32, 7)",2919,0.6467,0.1952,0.0001,0.1382,0.0198
BJ_26_89,"(26, 89)",2455,0.0288,0.0168,0.0003,0.9502,0.0039
BJ_39_36,"(39, 36)",3585,0.3102,0.0141,0.0313,0.6393,0.0051
BJ_24_67,"(24, 67)",2251,0.1,0.005,0.2713,0.2392,0.373,0.0115
BJ_8_85,"(8, 85)",813,0.2313,0.001,0.1465,0.3895,0.1324,0.0076,0.0917
BJ_30_12,"(30, 12)",2742,0.8659,0.0696,0.053,0.0115
BJ_24_73,"(24, 73)",2257,0.4097,0.001,0.0424,0.3672,0.1797
BJ_39_22,"(39, 22)",3571,0.2715,0.029,0.1382,0.5603,0.001
BJ_23_52,"(23, 52)",2145,0.2445,0.0001,0.0014,0.7323,0.0022,0.0195
BJ_37_27,"(37, 27)",3394,0.346,0.0908,0.3029,0.2522,0.0081
BJ_29_4,"(29, 4)",2643,0.4087,0.0394,0.2269,0.251,0.0027,0.0713
BJ_6_80,"(6, 80)",626,0.139,0.0677,0.1197,0.6375,0.0125,0.0236
BJ_1_89,"(1, 89)",180,0.1875,0.0001,0.036,0.3983,0.3773,0.0004,0.0004
BJ_37_33,"(37, 33)",3400,0.2331,0.0039,0.0521,0.7103,0.0006
BJ_23_46,"(23, 46)",2139,0.1617,0.8373,0.0009,0.0001
BJ_44_36,"(44, 36)",4040,0.3064,0.2013,0.2763,0.1749,0.015,0.0255,0.0006
BJ_16_16,"(16, 16)",1472,0.4459,0.0001,0.043,0.1539,0.2556,0.007,0.0899,0.0046
BJ_1_62,"(1, 62)",153,0.0647,0.0036,0.0067,0.9004,0.0002,0.0244
BJ_8_46,"(8, 46)",774,0.2728,0.0062,0.0903,0.6243,0.0064
BJ_8_52,"(8, 52)",780,0.5425,0.0076,0.1779,0.2717,0.0003
BJ_1_76,"(1, 76)",167,0.3172,0.0004,0.0703,0.5362,0.0647,0.008,0.0014,0.0018
BJ_44_22,"(44, 22)",4026,0.5492,0.0036,0.0724,0.3742,0.0006
BJ_44_8,"(44, 8)",4012,0.298,0.1046,0.2906,0.2658,0.041
BJ_6_57,"(6, 57)",603,0.1525,0.0159,0.0113,0.8203
BJ_34_1,"(34, 1)",3095,0.6319,0.1605,0.0962,0.1065,0.0049
BJ_11_23,"(11, 23)",1024,0.0642,0.0064,0.016,0.9128,0.0006
BJ_6_43,"(6, 43)",589,0.0957,0.0003,0.904
BJ_11_37,"(11, 37)",1038,0.2498,0.0065,0.0124,0.7256,0.0056,0.0001
BJ_43_17,"(43, 17)",3930,0.2861,0.0291,0.4136,0.2112,0.0036,0.0564
BJ_1_4,"(1, 4)",95,0.359,0.0333,0.0494,0.5532,0.0051
BJ_12_2,"(12, 2)",1094,0.8383,0.0618,0.0035,0.0959,0.0005
BJ_23_85,"(23, 85)",2178,0.1285,0.0407,0.1222,0.7048,0.0038
BJ_18_13,"(18, 13)",1651,0.3179,0.0289,0.1111,0.3564,0.0186,0.1671
BJ_34_76,"(34, 76)",3170,0.0858,0.0002,0.0025,0.0905,0.821
BJ_29_27,"(29, 27)",2666,0.485,0.0027,0.1045,0.1591,0.0006,0.2414,0.0067
BJ_29_33,"(29, 33)",2672,0.2623,0.0013,0.0107,0.72,0.0057
BJ_40_85,"(40, 85)",3725,0.3064,0.0331,0.4103,0.2501,0.0001
BJ_34_62,"(34, 62)",3156,0.5922,0.0159,0.1595,0.1917,0.0011,0.0396
BJ_20_17,"(20, 17)",1837,0.2186,0.0046,0.7766,0.0002
BJ_15_84,"(15, 84)",1449,0.6393,0.0442,0.0753,0.1236,0.0045,0.1131
BJ_27_36,"(27, 36)",2493,0.1188,0.0035,0.0036,0.8741
BJ_33_43,"(33, 43)",3046,0.8267,0.0167,0.0418,0.0738,0.0017,0.0393
BJ_33_57,"(33, 57)",3060,0.3108,0.0002,0.0373,0.0979,0.4205,0.1333
BJ_27_22,"(27, 22)",2479,0.3636,0.0096,0.2367,0.3901
BJ_15_90,"(15, 90)",1455,0.6073,0.0223,0.0654,0.2124,0.0022,0.0904
BJ_40_52,"(40, 52)",3692,0.1612,0.0684,0.0629,0.6802,0.0272,0.0001
BJ_12_72,"(12, 72)",1164,0.0783,0.1578,0.4838,0.259,0.0211
BJ_12_66,"(12, 66)",1158,0.2375,0.0705,0.3736,0.3172,0.0012
BJ_5_12,"(5, 12)",467,0.486,0.0536,0.1346,0.322,0.0035,0.0003
BJ_40_46,"(40, 46)",3686,0.2505,0.0985,0.2919,0.343,0.0124,0.0037
BJ_36_3,"(36, 3)",3279,0.9918,0.0082
BJ_2_33,"(2, 33)",215,0.3741,0.0077,0.0381,0.5635,0.0016,0.015
BJ_34_89,"(34, 89)",3183,0.2694,0.0479,0.4809,0.2018
BJ_15_47,"(15, 47)",1412,0.3768,0.0476,0.0063,0.5104,0.0064,0.0525
BJ_33_80,"(33, 80)",3083,0.0726,0.0599,0.5557,0.3033,0.0085
BJ_10_0,"(10, 0)",910,0.8165,0.1602,0.0019,0.0202,0.0012
BJ_2_27,"(2, 27)",209,0.0342,0.1462,0.4902,0.328,0.0014
BJ_3_6,"(3, 6)",279,0.3238,0.0324,0.3854,0.1949,0.0635
BJ_15_53,"(15, 53)",1418,0.2637,0.0007,0.003,0.7319,0.0007
BJ_25_9,"(25, 9)",2284,0.1472,0.0171,0.0879,0.7468,0.001
BJ_46_8,"(46, 8)",4194,0.824,0.1733,0.0015,0.0012
BJ_33_82,"(33, 82)",3085,0.1344,0.0107,0.7571,0.0978
BJ_5_38,"(5, 38)",493,0.2879,0.0008,0.0553,0.3902,0.2006,0.0652
BJ_15_45,"(15, 45)",1410,0.6493,0.0058,0.0023,0.3381,0.0045
BJ_2_31,"(2, 31)",213,0.077,0.0353,0.5752,0.2968,0.0157
BJ_36_1,"(36, 1)",3277,0.9489,0.0511
BJ_15_51,"(15, 51)",1416,0.1465,0.8535
BJ_2_25,"(2, 25)",207,0.1262,0.3371,0.2292,0.125,0.0184,0.1641
BJ_3_4,"(3, 4)",277,0.3422,0.0404,0.127,0.1463,0.0067,0.3374
BJ_10_2,"(10, 2)",912,0.479,0.3221,0.0002,0.1015,0.0972
BJ_12_58,"(12, 58)",1150,0.1044,0.0001,0.0385,0.1046,0.7494,0.003
BJ_40_78,"(40, 78)",3718,0.0621,0.0001,0.0124,0.5664,0.335,0.024
BJ_12_70,"(12, 70)",1162,0.4177,0.0207,0.0968,0.4605,0.0043
BJ_40_50,"(40, 50)",3690,0.1087,0.0332,0.0545,0.7959,0.0077
BJ_15_79,"(15, 79)",1444,0.1313,0.0008,0.0719,0.1267,0.5263,0.0026,0.1404
BJ_2_19,"(2, 19)",201,0.5054,0.0646,0.3528,0.0772
BJ_40_44,"(40, 44)",3684,0.4564,0.0031,0.0175,0.2491,0.2735,0.0004
BJ_5_10,"(5, 10)",465,0.3436,0.0335,0.1843,0.4371,0.0015
BJ_12_64,"(12, 64)",1156,0.0533,0.0232,0.125,0.7981,0.0004
BJ_33_41,"(33, 41)",3044,0.6315,0.0259,0.1778,0.1347,0.001,0.0291
BJ_27_34,"(27, 34)",2491,0.2213,0.0084,0.7703
BJ_29_19,"(29, 19)",2658,0.4697,0.0004,0.01,0.5199
BJ_34_48,"(34, 48)",3142,0.3816,0.0017,0.0873,0.5244,0.005
BJ_15_86,"(15, 86)",1451,0.2835,0.03,0.2464,0.4389,0.0012
BJ_20_29,"(20, 29)",1849,0.2361,0.0003,0.0003,0.7572,0.002,0.0041
BJ_27_20,"(27, 20)",2477,0.2357,0.0165,0.2006,0.5428,0.0044
BJ_33_55,"(33, 55)",3058,0.3647,0.0001,0.0744,0.3296,0.2205,0.0101,0.0006
BJ_29_25,"(29, 25)",2664,0.8858,0.0005,0.009,0.0766,0.0007,0.0274
BJ_34_74,"(34, 74)",3168,0.3489,0.0242,0.3863,0.2241,0.0067,0.0098
BJ_20_15,"(20, 15)",1835,0.0484,0.002,0.9345,0.0151
BJ_34_60,"(34, 60)",3154,0.1396,0.085,0.1348,0.6397,0.0009
BJ_33_69,"(33, 69)",3072,0.3606,0.0003,0.0511,0.2357,0.3433,0.009
BJ_40_87,"(40, 87)",3727,0.1404,0.0001,0.0054,0.3843,0.4566,0.0132
BJ_29_31,"(29, 31)",2670,0.2268,0.0276,0.0899,0.6196,0.0037,0.0324
BJ_8_78,"(8, 78)",806,0.1013,0.0527,0.4164,0.385,0.0072,0.0374
BJ_11_21,"(11, 21)",1022,0.0609,0.0447,0.1373,0.6151,0.0089,0.1313,0.0018
BJ_34_3,"(34, 3)",3097,0.8377,0.1579,0.0036,0.0008
BJ_6_55,"(6, 55)",601,0.382,0.0145,0.6034,0.0001
BJ_16_28,"(16, 28)",1484,0.2306,0.0029,0.0101,0.7563,0.0001
BJ_1_48,"(1, 48)",139,0.2132,0.0159,0.0752,0.6481,0.0476
BJ_18_11,"(18, 11)",1649,0.2349,0.0335,0.2606,0.4126,0.0116,0.0468
BJ_23_87,"(23, 87)",2180,0.2666,0.0604,0.4819,0.1911
BJ_12_0,"(12, 0)",1092,0.6325,0.1585,0.0166,0.1664,0.026
BJ_1_6,"(1, 6)",97,0.5079,0.0316,0.1505,0.3089,0.0011
BJ_43_15,"(43, 15)",3928,0.5675,0.013,0.405,0.0142,0.0003
BJ_11_35,"(11, 35)",1036,0.1121,0.0043,0.0101,0.8683,0.0052
BJ_6_41,"(6, 41)",587,0.247,0.0006,0.0892,0.2958,0.3645,0.0029
BJ_27_9,"(27, 9)",2466,0.9768,0.0076,0.0156
BJ_8_44,"(8, 44)",772,0.2959,0.0083,0.1051,0.5903,0.0004
BJ_6_69,"(6, 69)",615,0.4169,0.0001,0.0538,0.2992,0.2229,0.0071
BJ_18_39,"(18, 39)",1677,0.1464,0.8533,0.0003
BJ_1_60,"(1, 60)",151,0.2562,0.0293,0.1253,0.4997,0.0024,0.085,0.0021
BJ_16_14,"(16, 14)",1470,0.5511,0.0156,0.0977,0.2393,0.0045,0.0918
BJ_44_34,"(44, 34)",4038,0.3274,0.0407,0.2399,0.3791,0.0051,0.0078
BJ_44_20,"(44, 20)",4024,0.1115,0.0144,0.0666,0.7951,0.0047,0.0077
BJ_1_74,"(1, 74)",165,0.2397,0.1157,0.4632,0.1577,0.0237
BJ_8_50,"(8, 50)",778,0.1882,0.0162,0.1013,0.652,0.0143,0.028
BJ_43_29,"(43, 29)",3942,0.3881,0.0007,0.0006,0.595,0.0005,0.0151
BJ_24_59,"(24, 59)",2243,0.2398,0.0218,0.1245,0.5975,0.016,0.0004
BJ_29_6,"(29, 6)",2645,0.2304,0.0154,0.2077,0.4828,0.0025,0.0212,0.04
BJ_37_25,"(37, 25)",3392,0.1313,0.0979,0.1153,0.6541,0.0014
BJ_23_50,"(23, 50)",2143,0.3351,0.0013,0.0061,0.6315,0.0004,0.0256
BJ_23_44,"(23, 44)",2137,0.14,0.8599,0.0001
BJ_37_31,"(37, 31)",3398,0.2839,0.0178,0.1845,0.504,0.0098
BJ_30_38,"(30, 38)",2768,0.2612,0.0211,0.7176,0.0001
BJ_6_82,"(6, 82)",628,0.0282,0.275,0.6608,0.0352,0.0008
BJ_30_10,"(30, 10)",2740,0.655,0.0559,0.0948,0.1938,0.0005
BJ_8_87,"(8, 87)",815,0.3104,0.0002,0.0926,0.4359,0.1597,0.0012
BJ_24_65,"(24, 65)",2249,0.3869,0.0225,0.1191,0.4652,0.0063
BJ_39_34,"(39, 34)",3583,0.1829,0.0004,0.0052,0.8032,0.0005,0.0078
BJ_37_19,"(37, 19)",3386,0.4915,0.0372,0.3575,0.1138
BJ_39_20,"(39, 20)",3569,0.324,0.0414,0.3706,0.2474,0.0166
BJ_23_78,"(23, 78)",2171,0.0709,0.0003,0.0128,0.2657,0.6386,0.0117
BJ_24_71,"(24, 71)",2255,0.3292,0.1939,0.3174,0.1334,0.0224,0.0037
BJ_3_59,"(3, 59)",332,0.0566,0.0194,0.0221,0.8903,0.0116
BJ_14_6,"(14, 6)",1280,0.893,0.0173,0.0033,0.0805,0.0059
BJ_13_24,"(13, 24)",1207,0.111,0.0035,0.1059,0.2417,0.4855,0.0524
BJ_7_0,"(7, 0)",637,0.323,0.0106,0.2243,0.4371,0.005
BJ_4_50,"(4, 50)",414,0.4011,0.0721,0.0934,0.4135,0.0192,0.0007
BJ_32_5,"(32, 5)",2917,0.7026,0.2973,0.0001
BJ_41_10,"(41, 10)",3741,0.2681,0.0373,0.2577,0.4369
BJ_13_30,"(13, 30)",1213,0.1114,0.0008,0.0518,0.8321,0.0039
BJ_4_44,"(4, 44)",408,0.2793,0.0137,0.0568,0.6501,0.0001
BJ_14_39,"(14, 39)",1313,0.1157,0.8699,0.0003,0.0141
BJ_46_19,"(46, 19)",4205,0.3557,0.0755,0.4694,0.0992,0.0002
BJ_21_82,"(21, 82)",1993,0.1509,0.1001,0.5509,0.1943,0.0038
BJ_3_65,"(3, 65)",338,0.2574,0.118,0.2368,0.1137,0.0092,0.2095,0.0554
BJ_14_11,"(14, 11)",1285,0.6928,0.1203,0.1,0.0794,0.0075
BJ_46_31,"(46, 31)",4217,0.3043,0.0375,0.1964,0.3569,0.0265,0.0691,0.0093
BJ_41_38,"(41, 38)",3769,0.1992,0.0093,0.4155,0.3689,0.0071
BJ_13_18,"(13, 18)",1201,0.1564,0.0689,0.2975,0.4602,0.017
BJ_4_78,"(4, 78)",442,0.1476,0.0005,0.0467,0.4548,0.3267,0.0237
BJ_46_25,"(46, 25)",4211,0.2706,0.0829,0.1901,0.4345,0.0179,0.004
BJ_3_71,"(3, 71)",344,0.2165,0.1164,0.5434,0.0435,0.0802
BJ_35_20,"(35, 20)",3205,0.1722,0.1599,0.102,0.3989,0.1605,0.0065
BJ_21_55,"(21, 55)",1966,0.253,0.0016,0.0014,0.7437,0.0003
BJ_28_71,"(28, 71)",2619,0.0592,0.0291,0.0654,0.835,0.0113
BJ_32_29,"(32, 29)",2941,0.1198,0.0017,0.001,0.8775
BJ_4_87,"(4, 87)",451,0.1465,0.001,0.1545,0.6708,0.0265,0.0006,0.0001
BJ_28_65,"(28, 65)",2613,0.231,0.0728,0.0878,0.5084,0.0403,0.0597
BJ_26_48,"(26, 48)",2414,0.2026,0.0064,0.0144,0.776,0.0005,0.0001
BJ_21_41,"(21, 41)",1952,0.0838,0.0007,0.0002,0.864,0.0004,0.0509
BJ_35_34,"(35, 34)",3219,0.0972,0.0049,0.018,0.8798,0.0001
BJ_21_69,"(21, 69)",1980,0.1872,0.0009,0.0076,0.0705,0.7333,0.0005
BJ_32_15,"(32, 15)",2927,0.9762,0.005,0.0003,0.0185
BJ_26_60,"(26, 60)",2426,0.1101,0.0171,0.054,0.7958,0.0132,0.0098
BJ_28_59,"(28, 59)",2607,0.4178,0.0688,0.3929,0.1157,0.0048
BJ_26_74,"(26, 74)",2440,0.0303,0.0001,0.3384,0.1016,0.4139,0.0338,0.0819
BJ_17_40,"(17, 40)",1587,0.1165,0.0001,0.8834
BJ_0_34,"(0, 34)",34,0.2714,0.0012,0.0056,0.7196,0.0022
BJ_5_2,"(5, 2)",457,0.5754,0.0536,0.2894,0.0806,0.001
BJ_45_60,"(45, 60)",4155,0.3019,0.0147,0.1808,0.5018,0.0008
BJ_16_4,"(16, 4)",1460,1.0
BJ_42_69,"(42, 69)",3891,0.0947,0.0257,0.2599,0.5636,0.0561
BJ_31_87,"(31, 87)",2908,0.344,0.0001,0.145,0.4634,0.0473,0.0002
BJ_10_49,"(10, 49)",959,0.1121,0.0082,0.016,0.8632,0.0005
BJ_9_10,"(9, 10)",829,0.412,0.0498,0.2027,0.328,0.0075
BJ_7_29,"(7, 29)",666,0.3057,0.1472,0.1165,0.4198,0.0027,0.0081
BJ_45_74,"(45, 74)",4169,0.0708,0.0015,0.0171,0.9106
BJ_17_54,"(17, 54)",1601,0.2438,0.0034,0.7512,0.0016
BJ_19_79,"(19, 79)",1808,0.0752,0.0003,0.1348,0.0892,0.6643,0.0362
BJ_0_20,"(0, 20)",20,0.2569,0.0189,0.0416,0.658,0.0246
BJ_30_7,"(30, 7)",2737,0.4344,0.0648,0.0786,0.417,0.0052
BJ_19_51,"(19, 51)",1780,0.138,0.0106,0.0002,0.8484,0.001,0.0018
BJ_10_75,"(10, 75)",985,0.2666,0.0615,0.4936,0.1747,0.0012,0.0019,0.0005
BJ_42_55,"(42, 55)",3877,0.0717,0.0001,0.0239,0.3902,0.5085,0.0056
BJ_42_41,"(42, 41)",3863,0.2891,0.0211,0.2339,0.4559
BJ_7_15,"(7, 15)",652,0.1283,0.0013,0.0097,0.8605,0.0002
BJ_9_38,"(9, 38)",857,0.3933,0.0155,0.0465,0.5368,0.0024,0.0055
BJ_10_61,"(10, 61)",971,0.2403,0.0002,0.0987,0.448,0.1995,0.0133
BJ_17_68,"(17, 68)",1615,0.217,0.0055,0.0118,0.7657
BJ_19_45,"(19, 45)",1774,0.0639,0.9361
BJ_45_48,"(45, 48)",4143,0.3953,0.0927,0.2328,0.234,0.0033,0.0419
BJ_22_38,"(22, 38)",2040,0.0909,0.0001,0.9086,0.0004
BJ_38_60,"(38, 60)",3518,0.2742,0.0202,0.0423,0.6583,0.005
BJ_17_83,"(17, 83)",1630,0.1686,0.0753,0.198,0.544,0.0053,0.008,0.0008
BJ_31_44,"(31, 44)",2865,0.7975,0.0184,0.0162,0.1652,0.0027
BJ_25_31,"(25, 31)",2306,0.3069,0.0009,0.0055,0.6867
BJ_25_25,"(25, 25)",2300,0.1594,0.0003,0.0012,0.8391
BJ_31_50,"(31, 50)",2871,0.5016,0.026,0.0194,0.4521,0.0009
BJ_36_59,"(36, 59)",3335,0.2093,0.0469,0.0993,0.5491,0.0954
BJ_38_74,"(38, 74)",3532,0.1928,0.0026,0.4745,0.3147,0.0103,0.0051
BJ_36_71,"(36, 71)",3347,0.2681,0.0568,0.2948,0.3592,0.021,0.0001
BJ_31_78,"(31, 78)",2899,0.0421,0.0429,0.4326,0.4639,0.0185
BJ_25_19,"(25, 19)",2294,0.9349,0.0002,0.0001,0.0648
BJ_42_82,"(42, 82)",3904,0.8126,0.0282,0.0409,0.117,0.0013
BJ_22_10,"(22, 10)",2012,0.2043,0.0375,0.0348,0.6338,0.0053,0.0843
BJ_19_86,"(19, 86)",1815,0.4774,0.017,0.3237,0.1392,0.0055,0.0372
BJ_36_65,"(36, 65)",3341,0.0466,0.0146,0.8962,0.0411,0.0015
BJ_38_48,"(38, 48)",3506,0.1507,0.0246,0.02,0.7461,0.0586
BJ_42_83,"(42, 83)",3905,0.3469,0.0211,0.1359,0.0645,0.0021,0.3518,0.0777
BJ_25_18,"(25, 18)",2293,0.9474,0.004,0.0021,0.0465
BJ_38_49,"(38, 49)",3507,0.087,0.0004,0.2332,0.2024,0.3768,0.1002
BJ_36_64,"(36, 64)",3340,0.1336,0.0107,0.4957,0.3589,0.0009,0.0001,0.0001
BJ_19_87,"(19, 87)",1816,0.2673,0.0167,0.2135,0.5025
BJ_22_11,"(22, 11)",2013,0.1599,0.0003,0.8391,0.0007
BJ_36_70,"(36, 70)",3346,0.0046,0.0366,0.3378,0.5241,0.0798,0.0171
BJ_31_79,"(31, 79)",2900,0.1083,0.0006,0.3401,0.3435,0.1972,0.0103
BJ_31_51,"(31, 51)",2872,0.2495,0.0032,0.045,0.7021,0.0002
BJ_25_24,"(25, 24)",2299,0.681,0.2016,0.0021,0.0831,0.0011,0.0311
BJ_38_75,"(38, 75)",3533,0.2917,0.0383,0.1695,0.4951,0.0054
BJ_36_58,"(36, 58)",3334,0.1198,0.0502,0.1129,0.673,0.0441
BJ_17_82,"(17, 82)",1629,0.3414,0.191,0.0748,0.3588,0.0068,0.0259,0.0013
BJ_38_61,"(38, 61)",3519,0.0187,0.0008,0.0177,0.2066,0.7377,0.0185
BJ_22_39,"(22, 39)",2041,0.1195,0.8805
BJ_25_30,"(25, 30)",2305,0.5569,0.0005,0.0071,0.4096,0.0006,0.0253
BJ_31_45,"(31, 45)",2866,0.5445,0.0573,0.0033,0.3729,0.022
BJ_10_60,"(10, 60)",970,0.1579,0.0524,0.1794,0.4792,0.1311
BJ_9_39,"(9, 39)",858,0.3379,0.0169,0.0628,0.5763,0.0061
BJ_7_14,"(7, 14)",651,0.1648,0.0009,0.0036,0.8302,0.0005
BJ_42_40,"(42, 40)",3862,0.083,0.0053,0.1083,0.7836,0.0198
BJ_45_49,"(45, 49)",4144,0.2098,0.3056,0.1617,0.2311,0.0147,0.077,0.0001
BJ_19_44,"(19, 44)",1773,0.1322,0.8678
BJ_17_69,"(17, 69)",1616,0.3925,0.0677,0.2014,0.3374,0.001
BJ_19_50,"(19, 50)",1779,0.1318,0.0009,0.8673
BJ_42_54,"(42, 54)",3876,0.6794,0.0238,0.1304,0.0626,0.0006,0.1032
BJ_10_74,"(10, 74)",984,0.0937,0.0003,0.0886,0.4045,0.4074,0.0055
BJ_7_28,"(7, 28)",665,0.1113,0.0954,0.2319,0.5251,0.0363
BJ_30_6,"(30, 6)",2736,0.5467,0.1074,0.0381,0.306,0.0018
BJ_0_21,"(0, 21)",21,0.2022,0.003,0.0697,0.7221,0.003
BJ_19_78,"(19, 78)",1807,0.2077,0.0052,0.008,0.7774,0.0017
BJ_17_55,"(17, 55)",1602,0.1751,0.0004,0.0149,0.8094,0.0002
BJ_45_75,"(45, 75)",4170,0.1301,0.003,0.0241,0.8419,0.0006,0.0003
BJ_16_5,"(16, 5)",1461,0.973,0.0086,0.0183,0.0001
BJ_45_61,"(45, 61)",4156,0.5442,0.0146,0.0701,0.2955,0.0094,0.0662
BJ_5_3,"(5, 3)",458,0.4756,0.0268,0.1238,0.3721,0.0017
BJ_0_35,"(0, 35)",35,0.3053,0.0021,0.0334,0.6588,0.0004
BJ_17_41,"(17, 41)",1588,0.1491,0.8509
BJ_9_11,"(9, 11)",830,0.5872,0.0076,0.0945,0.3011,0.0096
BJ_10_48,"(10, 48)",958,0.0562,0.0042,0.0016,0.938
BJ_31_86,"(31, 86)",2907,0.2416,0.0245,0.6515,0.0819,0.0005
BJ_42_68,"(42, 68)",3890,0.0048,0.0066,0.1141,0.8604,0.0141
BJ_26_75,"(26, 75)",2441,0.6339,0.0003,0.0377,0.1353,0.1922,0.0006
BJ_28_58,"(28, 58)",2606,0.4673,0.0289,0.2209,0.2829
BJ_21_68,"(21, 68)",1979,0.4447,0.1074,0.0137,0.4338,0.0003,0.0001
BJ_26_61,"(26, 61)",2427,0.1288,0.0241,0.0746,0.7588,0.0131,0.0006
BJ_32_14,"(32, 14)",2926,0.9319,0.0456,0.0225
