TIF,POI_0,POI_1,POI_2,POI_3,POI_4,POI_5,POI_6,POI_7,POI_8,POI_9,POI_10,POI_11,POI_12,POI_13
4201,0.04971205646114242,0.0,0.29827233876685455,0.0,0.19884822584456968,0.0,0.04971205646114242,0.0,0.39769645168913936,0.0,0.0,0.19884822584456968,0.29827233876685455,0.0,30.0
1154,0.0,0.0,0.4297340846687653,0.0831743389681481,0.013862389828024686,0.013862389828024686,0.06931194914012342,0.0970367287961728,0.31883496604456774,0.013862389828024686,0.0970367287961728,0.3326973558725924,0.485183643980864,0.24952301690444434,159.0
2982,0.03695017403736831,0.0,0.33255156633631483,0.07390034807473662,0.0,0.0,0.0,0.07390034807473662,0.11085052211210494,0.0,0.07390034807473662,0.2217010442242099,0.6281529586352613,0.11085052211210494,45.0
61,0.007251371706077811,0.021754115118233434,0.4785905326011355,0.15227880582763403,0.02537980097127234,0.047133916089505776,0.047133916089505776,0.1414017482685173,0.03988254438342796,0.02537980097127234,0.02537980097127234,0.7033830554895477,1.007940667144816,0.1812842926519453,801.0
4134,0.0,0.0,0.16801303700795447,0.0,0.08400651850397724,0.08400651850397724,0.0,0.0,0.0,0.08400651850397724,0.0,0.16801303700795447,0.5040391110238635,0.08400651850397724,14.0
2052,0.002588536914662198,0.044005127549257374,0.44263981240723593,0.2692078391248686,0.1346039195624343,0.07765610743986595,0.1527236779650697,0.08801025509851475,0.10354147658648793,0.09059879201317694,0.059536349037230554,0.5435927520790617,0.9422274369370401,0.12424977190378553,1188.0
3667,0.0,0.0,0.5957339132123627,0.12411123191924223,0.0,0.024822246383848445,0.223400217454636,0.14893347830309067,0.024822246383848445,0.024822246383848445,0.024822246383848445,0.24822246383848445,0.34751144937387823,0.09928898553539378,76.0
413,0.0,0.0,0.14084967333570947,0.0,0.0,0.0,0.4225490200071284,0.0,0.14084967333570947,0.0,0.0,0.0,0.14084967333570947,0.0,6.0
2493,0.0,0.07046408849698108,0.27246114218832684,0.540224678476855,0.009395211799597476,0.028185635398792427,0.22078747729054068,0.051673664897786124,0.6341767964728297,0.02348802949899369,0.042278453098188645,0.3852036837834965,0.2254850831903394,0.26776353628852806,590.0
4105,0.0,0.0,0.0,0.0,0.6867517020303068,0.09810738600432954,0.0,0.0,0.09810738600432954,0.09810738600432954,0.0,0.0,0.0,0.09810738600432954,11.0
1082,0.06514680909710045,0.0,0.8469085182623058,0.0,0.0,0.016286702274275113,0.016286702274275113,0.08143351137137556,0.09772021364565067,0.0,0.0,0.1628670227427511,0.7980484114394805,0.032573404548550226,130.0
1311,0.0,0.19046310908398115,0.44044593975670643,0.3452143852147158,0.011903944317748822,0.011903944317748822,0.28569466362597173,0.03571183295324647,0.14284733181298587,0.059519721588744114,0.07142366590649293,0.23807888635497645,0.2618867749904741,0.19046310908398115,192.0
1836,0.0,0.0,0.298600548027212,0.16078491047619106,0.0918770917006806,0.0,0.20672345632653136,0.0459385458503403,0.02296927292517015,0.0,0.02296927292517015,0.3445390938775523,0.6890781877551047,0.0459385458503403,84.0
3484,0.025085317498546495,0.05017063499709299,0.06271329374636624,0.2633958337347382,0.025085317498546495,0.012542658749273248,0.11288392874345923,0.05017063499709299,0.7400168662071216,0.07525595249563949,0.06271329374636624,0.6145902787143891,0.07525595249563949,0.08779861124491273,180.0
1,0.08027466551039499,0.0,0.24082399653118497,0.16054933102078997,0.0,0.0,0.0,0.08027466551039499,0.24082399653118497,0.0,0.08027466551039499,0.16054933102078997,0.16054933102078997,0.0,15.0
