File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
SH_20_76,"(20, 76)",1756,0.2281,0.0876,0.1369,0.4326,0.0204,0.0944
SH_20_62,"(20, 62)",1742,0.6108,0.1274,0.0406,0.2039,0.0023,0.0094,0.0056
SH_34_17,"(34, 17)",2873,0.0941,0.037,0.0679,0.7926,0.0082,0.0002
SH_29_46,"(29, 46)",2482,0.0469,0.0003,0.0032,0.9455,0.0041
SH_33_36,"(33, 36)",2808,0.0988,0.012,0.0529,0.8318,0.0045
SH_61_16,"(61, 16)",5140,0.2377,0.1076,0.4423,0.1212,0.035,0.0562
SH_27_43,"(27, 43)",2311,0.1368,0.0168,0.0085,0.8273,0.0105,0.0001
SH_1_22,"(1, 22)",106,0.0824,0.0299,0.1294,0.7363,0.022
SH_20_5,"(20, 5)",1685,0.239,0.1063,0.1329,0.4787,0.0123,0.0308
SH_1_36,"(1, 36)",120,0.0939,0.0183,0.0217,0.2736,0.0165,0.576
SH_1_6,"(1, 6)",90,0.1187,0.0561,0.6437,0.1741,0.0074
SH_27_57,"(27, 57)",2325,0.4116,0.019,0.02,0.526,0.0192,0.0042
SH_43_6,"(43, 6)",3618,0.2439,0.1682,0.3641,0.1392,0.0426,0.0416,0.0004
SH_33_22,"(33, 22)",2794,0.0956,0.092,0.1545,0.5806,0.0551,0.0222
SH_8_12,"(8, 12)",684,0.2896,0.1236,0.0349,0.4819,0.0116,0.0584
SH_54_52,"(54, 52)",4588,1.0
SH_40_27,"(40, 27)",3387,0.112,0.0046,0.0368,0.7887,0.0019,0.056
SH_49_17,"(49, 17)",4133,0.1793,0.0275,0.0089,0.7224,0.0073,0.0546
SH_40_33,"(40, 33)",3393,0.1097,0.0009,0.0033,0.884,0.0021
SH_12_13,"(12, 13)",1021,0.0268,0.038,0.9328,0.0009,0.0011,0.0004
SH_54_46,"(54, 46)",4582,1.0
SH_27_80,"(27, 80)",2348,0.0902,0.3807,0.2472,0.2656,0.0075,0.0033,0.0055
SH_15_32,"(15, 32)",1292,0.1277,0.0001,0.0015,0.8685,0.0022
SH_53_67,"(53, 67)",4519,0.0841,0.5296,0.2126,0.1648,0.0015,0.0074
SH_47_12,"(47, 12)",3960,0.1534,0.209,0.2131,0.403,0.0214,0.0001
SH_53_73,"(53, 73)",4525,0.0001,0.0462,0.9537
SH_15_26,"(15, 26)",1286,0.5885,0.1126,0.1064,0.1554,0.0099,0.0256,0.0016
SH_22_73,"(22, 73)",1921,0.1499,0.064,0.3375,0.4271,0.0051,0.0164
SH_4_12,"(4, 12)",348,0.1226,0.0163,0.0128,0.8092,0.0271,0.012
SH_56_80,"(56, 80)",4784,1.0
SH_22_67,"(22, 67)",1915,0.1836,0.0567,0.0611,0.6797,0.0124,0.0065
SH_36_12,"(36, 12)",3036,0.1871,0.0455,0.0834,0.6465,0.0132,0.0243
SH_35_9,"(35, 9)",2949,0.2606,0.2466,0.033,0.2768,0.0133,0.1693,0.0004
SH_7_0,"(7, 0)",588,0.0014,0.0462,0.9093,0.0043,0.0028,0.036
SH_38_17,"(38, 17)",3209,0.2225,0.1656,0.2676,0.3108,0.0295,0.004
SH_3_27,"(3, 27)",279,0.5691,0.0337,0.1814,0.2119,0.0024,0.0015
SH_31_33,"(31, 33)",2637,0.1011,0.0011,0.0183,0.8758,0.0035,0.0002
SH_45_0,"(45, 0)",3780,0.1798,0.2005,0.5613,0.0529,0.0048,0.0001,0.0006
SH_25_46,"(25, 46)",2146,0.0849,0.0041,0.0122,0.3386,0.0807,0.4795
SH_25_52,"(25, 52)",2152,0.3188,0.0758,0.0578,0.5209,0.0206,0.0061
SH_31_27,"(31, 27)",2631,0.1496,0.0194,0.0313,0.7523,0.0262,0.0212
SH_3_33,"(3, 33)",285,0.0942,0.0213,0.0258,0.8066,0.0218,0.0303
SH_26_3,"(26, 3)",2187,0.0909,0.0485,0.6333,0.2115,0.0158
SH_19_26,"(19, 26)",1622,0.1189,0.0275,0.1861,0.5924,0.04,0.0351
SH_56_57,"(56, 57)",4761,0.4223,0.135,0.1452,0.0352,0.0073,0.2221,0.0329
SH_42_22,"(42, 22)",3550,0.3192,0.0082,0.0917,0.5773,0.0024,0.0006,0.0006
SH_42_36,"(42, 36)",3564,0.0823,0.0256,0.2266,0.5868,0.0697,0.009
SH_56_43,"(56, 43)",4747,1.0
SH_10_16,"(10, 16)",856,0.3443,0.0001,0.0717,0.1468,0.2654,0.1028,0.0689
SH_19_32,"(19, 32)",1628,0.3734,0.0567,0.127,0.3368,0.105,0.0011
SH_51_62,"(51, 62)",4346,0.0005,0.0001,0.9994
